보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
원종332,1,경기도 부천시 원종로52번길 46-1,경기도 부천시 원종1동 281-12,37.52203211,126.8053971,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종316,1,경기도 부천시 원종로52번길 56-1,경기도 부천시 원종1동 281-20,37.52165015,126.8054343,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종325,1,경기도 부천시 소사로734번길 37,경기도 부천시 원종1동 282-10,37.5217895,126.806898,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종324,1,경기도 부천시 소사로734번길 31,경기도 부천시 원종1동 282-15,37.52173856,126.8066015,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종328,1,경기도 부천시 소사로742번길 10,경기도 부천시 원종1동 282-18,37.52215609,126.8062746,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종329,1,경기도 부천시 소사로742번길 10-1,경기도 부천시 원종1동 282-22,37.52202634,126.8062749,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종319,1,경기도 부천시 소사로734번길 23-1,경기도 부천시 원종1동 282-24(24동 옥상),37.52178841,126.8062348,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종323,1,경기도 부천시 소사로734번길 23,경기도 부천시 원종1동 282-25,37.52167312,126.8062532,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종331,1,경기도 부천시 원종로52번길 45,경기도 부천시 원종1동 282-33,37.52201843,126.8058451,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종317,1,경기도 부천시 원종로52번길 47,경기도 부천시 원종1동 282-34,37.5218671,126.8058681,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종318,1,경기도 부천시 원종로52번길 47,경기도 부천시 원종1동 282-34(34동 옥상),37.5218671,126.8058681,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종320,1,경기도 부천시 소사로734번길 19,경기도 부천시 원종1동 282-36,37.52165807,126.8058687,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종321,1,경기도 부천시 소사로734번길 19,경기도 부천시 원종1동 282-36,37.52165807,126.8058687,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종322,1,경기도 부천시 소사로734번길 19,경기도 부천시 원종1동 282-36,37.52165807,126.8058687,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종326,1,경기도 부천시 소사로742번길 20,경기도 부천시 원종1동 282-39,37.52208488,126.8068087,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종330,1,경기도 부천시 소사로742번길 7,경기도 부천시 원종1동 283-19,37.52239009,126.8061156,2009,,032-625-7236,경기도 부천시청,2020-10-22
원종333,1,경기도 부천시 소사로742번길 3,경기도 부천시 원종1동 283-20,37.52232486,126.8058986,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종378,1,경기도 부천시 소사로748번길 32,경기도 부천시 원종1동 283-30,37.52259632,126.8066083,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종379,1,경기도 부천시 소사로748번길 28,경기도 부천시 원종1동 283-5,37.52261038,126.8063866,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종345,1,경기도 부천시 원종로52번길 15-6,경기도 부천시 원종1동 284-1 (건물옥상),37.52331628,126.8060906,2000,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종380,1,경기도 부천시 소사로748번길 21,경기도 부천시 원종1동 284-13,37.52289099,126.8060827,2000,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종348,1,,경기도 부천시 원종1동 284-25,,,2000,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종346,1,경기도 부천시 원종로52번길 15-16,경기도 부천시 원종1동 284-4,,,2000,전용주,032-625-7236,경기도 부천시청,2020-10-22
원종338,1,경기도 부천시 원종로52번길 21,경기도 부천시 원종1동 284-5,37.52318627,126.8059326,2000,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종375,1,경기도 부천시 원종로66번길 27,경기도 부천시 원종1동 285-1,37.52288222,126.8073316,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종376,1,경기도 부천시 원종로66번길 27,경기도 부천시 원종1동 285-1,37.52288222,126.8073316,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종374,1,경기도 부천시 소사로748번길 44,경기도 부천시 원종1동 286,37.52266238,126.8073321,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종367,1,경기도 부천시 소사로748번길 52,경기도 부천시 원종1동 286-4,37.52266295,126.8076851,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종381,1,경기도 부천시 원종로66번길 49,경기도 부천시 원종1동 287-10,37.52181183,126.8073298,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종383,1,경기도 부천시 소사로734번길 49,경기도 부천시 원종1동 287-11,37.52183398,126.807651,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종385,1,경기도 부천시 소사로734번길 61,경기도 부천시 원종1동 287-14,37.52188545,126.8082753,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종384,1,경기도 부천시 소사로734번길 53,경기도 부천시 원종1동 287-19,37.52185222,126.8077912,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종370,1,경기도 부천시 소사로742번길 46,경기도 부천시 원종1동 287-20,37.52213047,126.808243,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종371,1,경기도 부천시 소사로742번길 42,경기도 부천시 원종1동 287-23,37.52212277,126.8079444,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종372,1,경기도 부천시 원종로66번길 43,경기도 부천시 원종1동 287-25,37.52212535,126.8073154,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종368,1,경기도 부천시 소사로742번길 50,경기도 부천시 원종1동 287-3,37.52213106,126.8086095,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종369,1,경기도 부천시 소사로742번길 50,경기도 부천시 원종1동 287-3,37.52213106,126.8086095,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종388,1,경기도 부천시 원종로80번길 46,경기도 부천시 원종1동 287-4,37.52199407,126.8085827,2009,,032-625-7236,경기도 부천시청,2020-10-22
원종387,1,경기도 부천시 원종로80번길 50,경기도 부천시 원종1동 287-5,37.52190408,126.8086508,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종386,1,경기도 부천시 소사로734번길 65,경기도 부천시 원종1동 287-6,37.52188585,126.8085242,2004,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종389,1,,경기도 부천시 원종1동 288-121,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종395,1,경기도 부천시 소사로742번길 80,경기도 부천시 원종1동 288-18,37.52231753,126.8102606,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종391,1,경기도 부천시 성지로35번길 28,경기도 부천시 원종1동 288-20,37.52207522,126.8097364,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종393,1,경기도 부천시 성지로35번길 16,경기도 부천시 원종1동 288-23,37.52215175,126.8102611,2004,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종394,1,경기도 부천시 성지로35번길 16,경기도 부천시 원종1동 288-23,37.52215175,126.8102611,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종390,1,경기도 부천시 성지로35번길 34,경기도 부천시 원종1동 288-25,37.52206034,126.8094468,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종392,1,경기도 부천시 성지로35번길 22,경기도 부천시 원종1동 288-6,37.52212613,126.8100213,2004,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종399,1,경기도 부천시 원종로80번길 37,경기도 부천시 원종1동 289-1,37.52241266,126.8089074,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종398,1,,경기도 부천시 원종1동 289-10,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종662,1,경기도 부천시 성지로41번길 37,경기도 부천시 원종1동 289-3,37.52255375,126.8092419,2014,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종397,1,경기도 부천시 성지로41번길 37,경기도 부천시 원종1동 289-4,37.52255375,126.8092419,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종400,1,경기도 부천시 성지로41번길 37,경기도 부천시 원종1동 289-4,37.52255375,126.8092419,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종396,1,경기도 부천시 성지로41번길 37,경기도 부천시 원종1동 289-7,37.52255375,126.8092419,,,032-625-7236,경기도 부천시청,2020-10-22
원종401,1,경기도 부천시 성지로41번길 37,경기도 부천시 원종1동 289-7,37.52255375,126.8092419,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종402,1,경기도 부천시 성지로41번길 37,경기도 부천시 원종1동 289-8,37.52255375,126.8092419,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종403,1,경기도 부천시 성지로41번길 37,경기도 부천시 원종1동 289-8,37.52255375,126.8092419,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종358,1,,경기도 부천시 원종1동 290-13 앞,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종416,1,,경기도 부천시 원종1동 290-2,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종414,1,경기도 부천시 원종로86번길 20,경기도 부천시 원종1동 290-20,37.52322446,126.8094665,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종415,1,경기도 부천시 원종로86번길 16,경기도 부천시 원종1동 290-6,37.52336141,126.8094616,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종410,1,경기도 부천시 원종로90번길 11,경기도 부천시 원종1동 291-26,37.52358587,126.8100888,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종411,1,경기도 부천시 원종로90번길 13,경기도 부천시 원종1동 291-27,37.52347775,126.8100948,2009,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종412,1,경기도 부천시 원종로90번길 21,경기도 부천시 원종1동 291-30,37.5231678,126.8100911,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종408,1,경기도 부천시 원종로94번길 20,경기도 부천시 원종1동 291-38,37.52327257,126.8102447,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종409,1,경기도 부천시 원종로94번길 14,경기도 부천시 원종1동 291-40,37.52348161,126.8102532,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종421,1,경기도 부천시 성지로71번길 27,경기도 부천시 원종1동 292,37.52512799,126.8098463,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종422,1,경기도 부천시 성지로71번길 27,경기도 부천시 원종1동 292,37.52512799,126.8098463,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종423,1,경기도 부천시 성지로71번길 27,경기도 부천시 원종1동 292,37.52512799,126.8098463,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종424,1,경기도 부천시 성지로71번길 27,경기도 부천시 원종1동 292,37.52512799,126.8098463,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종426,1,경기도 부천시 원종로85번길 10-1,경기도 부천시 원종1동 292-27,37.52449379,126.8099112,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종425,1,경기도 부천시 원종로85번길 10,경기도 부천시 원종1동 292-7,37.52451153,126.8097392,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종468,1,경기도 부천시 원종로79번길 50,경기도 부천시 원종1동 294-11,37.52634111,126.8089608,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종469,1,경기도 부천시 원종로79번길 50,경기도 부천시 원종1동 294-11,37.52634111,126.8089608,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종475,1,경기도 부천시 원종로85번길 39,경기도 부천시 원종1동 294-18,37.52582286,126.8094146,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종484,1,경기도 부천시 원종로85번길 51,경기도 부천시 원종1동 294-2,37.52641392,126.8094131,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종477,1,경기도 부천시 원종로85번길 41,경기도 부천시 원종1동 294-5,37.52595261,126.8094143,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종472,1,경기도 부천시 원종로85번길 29,경기도 부천시 원종1동 294-7,37.52556324,126.8093293,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종471,1,경기도 부천시 원종로79번길 42,경기도 부천시 원종1동 294-9,37.52597353,126.8089798,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종483,1,경기도 부천시 원종로93번길 47,경기도 부천시 원종1동 295-1(공항연립 옥상),37.52610896,126.8102737,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종480,1,경기도 부천시 원종로93번길 47,경기도 부천시 원종1동 295-1(공항연립),37.52610896,126.8102737,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종479,1,경기도 부천시 원종로93번길 41,경기도 부천시 원종1동 295-2,37.52585253,126.8099304,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종474,1,경기도 부천시 원종로93번길 41,경기도 부천시 원종1동 295-2 (건물옥상),37.52585253,126.8099304,2000,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종476,1,경기도 부천시 원종로93번길 41,경기도 부천시 원종1동 295-2 (건물옥상),37.52585253,126.8099304,2000,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종478,1,경기도 부천시 원종로93번길 41,경기도 부천시 원종1동 295-2(공항연립),37.52585253,126.8099304,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종473,1,경기도 부천시 원종로85번길 36,경기도 부천시 원종1동 295-3,37.52558909,126.8097184,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종507,1,경기도 부천시 성지로101번길 21,경기도 부천시 원종1동 296-1,37.5279612,126.8101377,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종503,1,경기도 부천시 고강로56번길 60-2,경기도 부천시 원종1동 296-21,37.5274316,126.8102522,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종511,1,경기도 부천시 원종로85번길 64,경기도 부천시 원종1동 296-5,37.52680759,126.8099325,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종513,1,경기도 부천시 원종로85번길 64,경기도 부천시 원종1동 296-5,37.52680759,126.8099325,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종340,1,경기도 부천시 원종로 52,경기도 부천시 원종1동 297-3,37.52389621,126.8059036,2000,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종508,1,경기도 부천시 고강로40번길 55,경기도 부천시 원종1동 298,37.52792686,126.8089567,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종521,1,경기도 부천시 고강로40번길 55,경기도 부천시 원종1동 298,37.52792686,126.8089567,2011,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종523,1,경기도 부천시 고강로40번길 55,경기도 부천시 원종1동 298,37.52792686,126.8089567,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종524,1,경기도 부천시 고강로40번길 55,경기도 부천시 원종1동 298,37.52792686,126.8089567,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종509,1,경기도 부천시 원종로85번길 81,경기도 부천시 원종1동 298-1,37.52767141,126.8092244,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종522,1,경기도 부천시 원종로85번길 81,경기도 부천시 원종1동 298-1,37.52767141,126.8092244,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종515,1,경기도 부천시 고강로40번길 79,경기도 부천시 원종1동 298-4,37.52683861,126.8090545,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종519,1,경기도 부천시 고강로40번길 65,경기도 부천시 원종1동 298-5(공항연립 2동),37.52749865,126.8093651,2008,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종510,1,경기도 부천시 원종로85번길 71,경기도 부천시 원종1동 298-6,37.52725381,126.8095105,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종514,1,경기도 부천시 원종로85번길 65,경기도 부천시 원종1동 298-8,37.52711653,126.8093072,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종624,1,경기도 부천시 고강로40번길 45,경기도 부천시 원종1동 299-1,37.52832734,126.8092227,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종623,1,경기도 부천시 원종로85번길 99,경기도 부천시 원종1동 299-4,37.5286377,126.8094844,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종633,1,경기도 부천시 성지로111번길 24,경기도 부천시 원종1동 301-11,37.52898428,126.8098501,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종632,1,경기도 부천시 성지로111번길 20,경기도 부천시 원종1동 301-13,37.5289775,126.8101171,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종341,1,경기도 부천시 원종로52번길 7-5,경기도 부천시 원종1동 302-3(대문위),37.52377033,126.8060623,2000,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종343,1,경기도 부천시 원종로52번길 7-15,경기도 부천시 원종1동 303,37.52358367,126.8065153,2000,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종347,1,경기도 부천시 원종로52번길 15-21,경기도 부천시 원종1동 308-6,37.52347283,126.807054,2000,한전주,032-625-7236,경기도 부천시청,2020-10-22
고강295,1,,경기도 부천시 원종1동 3-1,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종642,1,경기도 부천시 원종로85번길 115,경기도 부천시 원종1동 310-16,37.52930446,126.8094963,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종634,1,경기도 부천시 성지로111번길 32,경기도 부천시 원종1동 310-3,37.52884659,126.8093933,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종635,1,경기도 부천시 성지로111번길 32,경기도 부천시 원종1동 310-3,37.52884659,126.8093933,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종636,1,경기도 부천시 성지로111번길 42,경기도 부천시 원종1동 310-4(대원아파트 앞),37.52883163,126.8090585,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종349,1,경기도 부천시 원종로66번길 17,경기도 부천시 원종1동 312-1,37.52328594,126.8073758,2000,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종350,1,,경기도 부천시 원종1동 313-39,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종351,1,경기도 부천시 원종로66번길 11-8,경기도 부천시 원종1동 313-7,37.52334058,126.8077331,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종353,1,,경기도 부천시 원종1동 313-9,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종352,1,경기도 부천시 원종로66번길 11-8,경기도 부천시 원종1동 314,37.52334058,126.8077331,2000,한전주,032-625-7236,경기도 부천시청,2020-10-22
고강296,1,,경기도 부천시 원종1동 3-2,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종357,1,,경기도 부천시 원종1동 320-4,,,2009,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종360,1,경기도 부천시 원종로80번길 34,경기도 부천시 원종1동 324-4,37.52262851,126.8086671,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종361,1,경기도 부천시 원종로80번길 34,경기도 부천시 원종1동 324-4,37.52262851,126.8086671,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종359,1,경기도 부천시 원종로80번길 30-2,경기도 부천시 원종1동 324-6,37.52287719,126.808671,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종354,1,,경기도 부천시 원종1동 326-12,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종363,1,경기도 부천시 소사로748번길 61,경기도 부천시 원종1동 326-3,37.52262804,126.8083775,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종364,1,경기도 부천시 소사로748번길 61,경기도 부천시 원종1동 326-3,37.52262804,126.8083775,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종365,1,,경기도 부천시 원종1동 329,,,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종588,1,경기도 부천시 고강로40번나길 8,경기도 부천시 원종1동 332-26번지 앞,37.52960526,126.8082963,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종587,1,경기도 부천시 고강로40번나길 8-3,경기도 부천시 원종1동 332-27,37.52971696,126.8082824,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종586,1,경기도 부천시 고강로40번가길 3,경기도 부천시 원종1동 332-3,37.53008171,126.8087431,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종591,1,경기도 부천시 고강로24번길 41-1,경기도 부천시 원종1동 332-33,37.52966262,126.8081106,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종593,1,경기도 부천시 고강로24번길 39,경기도 부천시 원종1동 332-5,37.52975595,126.8078796,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종594,1,경기도 부천시 고강로24번길 33,경기도 부천시 원종1동 332-7,37.52996854,126.8078519,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종585,1,경기도 부천시 고강로40번가길 11,경기도 부천시 원종1동 332-9,37.53013158,126.8083809,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종578,1,경기도 부천시 고강로 28,경기도 부천시 원종1동 334,37.53117968,126.8079709,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종579,1,경기도 부천시 고강로24번길 13,경기도 부천시 원종1동 334-1,37.53081984,126.8083158,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종580,1,경기도 부천시 고강로24번길 13,경기도 부천시 원종1동 334-1,37.53081984,126.8083158,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종583,1,경기도 부천시 고강로 32-10,경기도 부천시 원종1동 334-5,37.53050248,126.8081899,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종582,1,경기도 부천시 고강로40번가길 20,경기도 부천시 원종1동 334-7,37.53039772,126.8080408,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종584,1,경기도 부천시 고강로 36,경기도 부천시 원종1동 335-10,37.53051044,126.808656,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종643,1,경기도 부천시 고강로56번길 16-16,경기도 부천시 원종1동 336-2,37.52970518,126.8099161,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종641,1,경기도 부천시 고강로56번길 16-18,경기도 부천시 원종1동 336-20,37.52961095,126.8095905,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종640,1,경기도 부천시 고강로56번길 16-26,경기도 부천시 원종1동 336-4,37.52960678,126.8092376,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종631,1,경기도 부천시 고강로56번길 21,경기도 부천시 원종1동 337-15,37.5290719,126.8105513,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종644,1,경기도 부천시 고강로56번길 15,경기도 부천시 원종1동 337-3,37.52927742,126.8106096,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종645,1,경기도 부천시 고강로56번길 5,경기도 부천시 원종1동 337-7,37.52959833,126.8107038,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종630,1,경기도 부천시 성지로111번길 11,경기도 부천시 원종1동 338-19,37.52884507,126.8106876,,,032-625-7236,경기도 부천시청,2020-10-22
원종629,1,경기도 부천시 성지로 105-1,경기도 부천시 원종1동 338-4,37.52856443,126.810987,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종627,1,경기도 부천시 고강로56번길 39,경기도 부천시 원종1동 338-8,37.52832234,126.8105984,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종628,1,경기도 부천시 고강로56번길 39,경기도 부천시 원종1동 338-8,37.52832234,126.8105984,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종505,1,경기도 부천시 고강로56번길 45,경기도 부천시 원종1동 339,37.52800522,126.8106173,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종506,1,경기도 부천시 고강로56번길 45,경기도 부천시 원종1동 339,37.52800522,126.8106173,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종499,1,경기도 부천시 성지로85번길 12,경기도 부천시 원종1동 339-11,37.52678331,126.8105208,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종501,1,경기도 부천시 고강로56번길 67-6,경기도 부천시 원종1동 339-13,37.52692782,126.8107377,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종500,1,경기도 부천시 고강로56번길 69,경기도 부천시 원종1동 339-15,37.52693462,126.8104843,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종504,1,경기도 부천시 고강로56번길 49,경기도 부천시 원종1동 339-18,37.52768826,126.8107358,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종498,1,경기도 부천시 성지로85번길 6,경기도 부천시 원종1동 339-22,37.52678388,126.8108738,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종502,1,경기도 부천시 고강로56번길 67-1,경기도 부천시 원종1동 339-27,37.52712564,126.8104883,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종488,1,경기도 부천시 원종로93번길 42-1,경기도 부천시 원종1동 340-17,37.52592227,126.8107176,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종497,1,경기도 부천시 성지로71번길 6,경기도 부천시 원종1동 340-18,37.52546126,126.8109088,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종496,1,경기도 부천시 성지로71번길 14,경기도 부천시 원종1동 340-19,37.52544258,126.8104971,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종493,1,경기도 부천시 원종로93번길 38,경기도 부천시 원종1동 340-20,37.52581738,126.8104871,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종492,1,경기도 부천시 원종로93번길 34,경기도 부천시 원종1동 340-28,37.52559431,126.8107184,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종494,1,경기도 부천시 원종로93번길 34,경기도 부천시 원종1동 340-28,37.52559431,126.8107184,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종495,1,경기도 부천시 원종로93번길 34,경기도 부천시 원종1동 340-28,37.52559431,126.8107184,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종491,1,경기도 부천시 성지로 73,경기도 부천시 원종1동 340-30,37.52562695,126.8108496,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종490,1,경기도 부천시 성지로 75,경기도 부천시 원종1동 340-31,37.5258111,126.8110663,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종489,1,경기도 부천시 성지로 77,경기도 부천시 원종1동 340-32,37.52591922,126.811066,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종487,1,경기도 부천시 원종로93번길 46,경기도 부천시 원종1동 340-36,37.52603003,126.8104911,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종486,1,경기도 부천시 성지로 81-12,경기도 부천시 원종1동 340-8,37.52645914,126.8106393,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종485,1,경기도 부천시 성지로 81-14,경기도 부천시 원종1동 340-9,37.52643728,126.8104946,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종420,1,경기도 부천시 원종로93번길 26,경기도 부천시 원종1동 341,37.52520832,126.8104932,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종417,1,경기도 부천시 원종로93번길 8,경기도 부천시 원종1동 341-13,37.52445151,126.8105177,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종418,1,경기도 부천시 성지로 65,경기도 부천시 원종1동 341-3,37.52465786,126.8110919,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종419,1,경기도 부천시 성지로 65,경기도 부천시 원종1동 341-3,37.52465786,126.8110919,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종406,1,경기도 부천시 성지로 47-4,경기도 부천시 원종1동 344-10,37.52328809,126.8109324,,건축물,032-625-7236,경기도 부천시청,2020-10-22
원종404,1,경기도 부천시 성지로41번길 9,경기도 부천시 원종1동 345-1,37.52259573,126.8106898,,한전주,032-625-7236,경기도 부천시청,2020-10-22
원종659,1,,경기도 부천시 원종1동 345-13,,,2014,한전주,032-625-7236,경기도 부천시청,2020-10-22
